# 
# 06/05/2021 21:23:55
# The parameters defined in the project are:
# ,P26 - K,P76 - Mesh Relevance,P125 - celda1.x,P126 - celda1.y,P127 - volumen.x,P128 - volumen.y,P129 - H,P130 - L,P131 - Diametro,P132 - celda1.offsety,P133 - celda1.ny,P134 - celda1.offsetx,P135 - celda1.nx,P136 - celda2.x,P137 - celda2.y,P138 - celda2.offsety,P139 - celda2.ny,P140 - celda2.offsetx,P141 - celda2.nx,P142 - e,P193 - Volumenpila,P194 - Current,P195 - Rint,P199 - Flujo,P200 - ex [m],P201 - diametro [m],P202 - ey [m],P203 - k,P278 - pgen [W m^-3],P279 - massflow [kg s^-1],P280 - t_viento [C],P204 - D01 [kg m^-3],P205 - D02 [kg m^-3],P206 - D03 [kg m^-3],P207 - D04 [kg m^-3],P248 - TF01 [K],P249 - TF02 [K],P250 - TF03 [K],P251 - TF04 [K],P281 - V01 [m s^-1],P282 - V02 [m s^-1],P283 - V03 [m s^-1],P284 - V04 [m s^-1],P296 - P01 [Pa],P297 - P02 [Pa],P298 - P03 [Pa],P299 - P04 [Pa],P311 - TC01 [K],P312 - TC02 [K],P313 - TC03 [K]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P26,P76,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P193,P194,P195,P199,P200,P201,P202,P203,P278,P279,P280,P204,P205,P206,P207,P248,P249,P250,P251,P281,P282,P283,P284,P296,P297,P298,P299,P311,P312,P313
DP 918,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,15.51,1.225,1.225,1.225,1.225,290.64,291.825,292.996,294.305,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,307.071,309.08,310.567
DP 919,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,15.816,1.225,1.225,1.225,1.225,290.946,292.131,293.302,294.611,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,307.377,309.386,310.873
DP 920,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,16.122,1.225,1.225,1.225,1.225,291.252,292.437,293.608,294.917,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,307.683,309.692,311.179
DP 921,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,16.429,1.225,1.225,1.225,1.225,291.559,292.744,293.915,295.224,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,307.99,309.999,311.486
DP 922,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,16.735,1.225,1.225,1.225,1.225,291.865,293.05,294.221,295.53,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,308.296,310.305,311.792
DP 923,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,17.041,1.225,1.225,1.225,1.225,292.171,293.356,294.527,295.836,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,308.602,310.611,312.098
DP 924,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,17.347,1.225,1.225,1.225,1.225,292.477,293.662,294.833,296.142,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,308.908,310.917,312.404
DP 925,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,17.653,1.225,1.225,1.225,1.225,292.783,293.968,295.139,296.448,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,309.214,311.223,312.71
DP 926,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,17.959,1.225,1.225,1.225,1.225,293.089,294.274,295.445,296.754,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,309.52,311.529,313.016
DP 927,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,18.265,1.225,1.225,1.225,1.225,293.395,294.58,295.751,297.06,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,309.826,311.835,313.322
DP 928,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,18.571,1.225,1.225,1.225,1.225,293.701,294.886,296.057,297.366,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,310.132,312.141,313.628
DP 929,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,18.878,1.225,1.225,1.225,1.225,294.008,295.193,296.364,297.673,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,310.439,312.448,313.935
DP 930,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,19.184,1.225,1.225,1.225,1.225,294.314,295.499,296.67,297.979,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,310.745,312.754,314.241
DP 931,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,19.49,1.225,1.225,1.225,1.225,294.62,295.805,296.976,298.285,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,311.051,313.06,314.547
DP 932,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,19.796,1.225,1.225,1.225,1.225,294.926,296.111,297.282,298.591,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,311.357,313.366,314.853
DP 933,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,20.102,1.225,1.225,1.225,1.225,295.232,296.417,297.588,298.897,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,311.663,313.672,315.159
DP 934,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,20.408,1.225,1.225,1.225,1.225,295.538,296.723,297.894,299.203,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,311.969,313.978,315.465
DP 935,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,20.714,1.225,1.225,1.225,1.225,295.844,297.029,298.2,299.509,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,312.275,314.284,315.771
DP 936,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,21.02,1.225,1.225,1.225,1.225,296.15,297.335,298.506,299.815,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,312.581,314.59,316.077
DP 937,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,21.327,1.225,1.225,1.225,1.225,296.457,297.642,298.813,300.122,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,312.888,314.897,316.384
DP 938,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,21.633,1.225,1.225,1.225,1.225,296.763,297.948,299.119,300.428,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,313.194,315.203,316.69
DP 939,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,21.939,1.225,1.225,1.225,1.225,297.069,298.254,299.425,300.734,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,313.5,315.509,316.996
DP 940,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,22.245,1.225,1.225,1.225,1.225,297.375,298.56,299.731,301.04,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,313.806,315.815,317.302
DP 941,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,22.551,1.225,1.225,1.225,1.225,297.681,298.866,300.037,301.346,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,314.112,316.121,317.608
DP 942,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,22.857,1.225,1.225,1.225,1.225,297.987,299.172,300.343,301.652,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,314.418,316.427,317.914
DP 943,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,23.163,1.225,1.225,1.225,1.225,298.293,299.478,300.649,301.958,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,314.724,316.733,318.22
DP 944,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,23.469,1.225,1.225,1.225,1.225,298.599,299.784,300.955,302.264,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,315.03,317.039,318.526
DP 945,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,23.776,1.225,1.225,1.225,1.225,298.906,300.091,301.262,302.571,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,315.337,317.346,318.833
DP 946,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,24.082,1.225,1.225,1.225,1.225,299.212,300.397,301.568,302.877,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,315.643,317.652,319.139
DP 947,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,24.388,1.225,1.225,1.225,1.225,299.518,300.703,301.874,303.183,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,315.949,317.958,319.445
DP 948,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,24.694,1.225,1.225,1.225,1.225,299.824,301.009,302.18,303.489,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,316.255,318.264,319.751
DP 949,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,50.75,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,0.44364819191380139,25,1.225,1.225,1.225,1.225,300.13,301.315,302.486,303.795,2.65212,2.59021,2.55073,2.47352,10.3674,7.02094,3.6711,0.63548,316.561,318.57,320.057
DP 950,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,10,1.225,1.225,1.225,1.225,283.901,284.378,284.779,285.184,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,292.347,292.929,293.342
DP 951,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,10.306,1.225,1.225,1.225,1.225,284.207,284.684,285.085,285.49,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,292.653,293.235,293.648
DP 952,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,10.612,1.225,1.225,1.225,1.225,284.513,284.99,285.391,285.796,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,292.959,293.541,293.954
DP 953,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,10.918,1.225,1.225,1.225,1.225,284.819,285.296,285.697,286.102,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,293.265,293.847,294.26
DP 954,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,11.224,1.225,1.225,1.225,1.225,285.125,285.602,286.003,286.408,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,293.571,294.153,294.566
DP 955,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,11.531,1.225,1.225,1.225,1.225,285.432,285.909,286.31,286.715,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,293.878,294.46,294.873
DP 956,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,11.837,1.225,1.225,1.225,1.225,285.738,286.215,286.616,287.021,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,294.184,294.766,295.179
DP 957,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,12.143,1.225,1.225,1.225,1.225,286.044,286.521,286.922,287.327,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,294.49,295.072,295.485
DP 958,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,12.449,1.225,1.225,1.225,1.225,286.35,286.827,287.228,287.633,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,294.796,295.378,295.791
DP 959,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,12.755,1.225,1.225,1.225,1.225,286.656,287.133,287.534,287.939,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,295.102,295.684,296.097
DP 960,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,13.061,1.225,1.225,1.225,1.225,286.962,287.439,287.84,288.245,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,295.408,295.99,296.403
DP 961,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,13.367,1.225,1.225,1.225,1.225,287.268,287.745,288.146,288.551,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,295.714,296.296,296.709
DP 962,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,13.673,1.225,1.225,1.225,1.225,287.574,288.051,288.452,288.857,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,296.02,296.602,297.015
DP 963,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,13.98,1.225,1.225,1.225,1.225,287.881,288.358,288.759,289.164,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,296.327,296.909,297.322
DP 964,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,14.286,1.225,1.225,1.225,1.225,288.187,288.664,289.065,289.47,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,296.633,297.215,297.628
DP 965,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,14.592,1.225,1.225,1.225,1.225,288.493,288.97,289.371,289.776,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,296.939,297.521,297.934
DP 966,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,14.898,1.225,1.225,1.225,1.225,288.799,289.276,289.677,290.082,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,297.245,297.827,298.24
DP 967,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,15.204,1.225,1.225,1.225,1.225,289.105,289.582,289.983,290.388,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,297.551,298.133,298.546
DP 968,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,15.51,1.225,1.225,1.225,1.225,289.411,289.888,290.289,290.694,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,297.857,298.439,298.852
DP 969,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,15.816,1.225,1.225,1.225,1.225,289.717,290.194,290.595,291,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,298.163,298.745,299.158
DP 970,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,16.122,1.225,1.225,1.225,1.225,290.023,290.5,290.901,291.306,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,298.469,299.051,299.464
DP 971,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,16.429,1.225,1.225,1.225,1.225,290.33,290.807,291.208,291.613,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,298.776,299.358,299.771
DP 972,1.2,-50,30,27.75,2.25,223.8,223.8,336.50415091384207,25.5,56.1,3,97.168050304614013,3,78.584025152307021,55.8,56.1,2,97.168050304614013,2,15,3.3195835123697392E-05,11.25,0.032,150.25,0.03,0.025500000000000002,0.015,1.2,122003.25688172974,1.3134609031536684,16.735,1.225,1.225,1.225,1.225,290.636,291.113,291.514,291.919,7.76582,7.52571,7.43946,7.2575,78.2516,53.0851,27.1885,3.21852,299.082,299.664,300.077
